	id	pid	ms_subclass	ms_zoning	lot_area	street	lot_shape	land_contour	utilities	lot_config	land_slope	neighborhood	condition_1	condition_2	bldg_type	house_style	overall_qual	overall_cond	year_built	year_remod/add	roof_style	roof_matl	exterior_1st	exterior_2nd	mas_vnr_type	mas_vnr_area	exter_qual	exter_cond	foundation	bsmtfin_type_1	total_bsmt_sf	heating	heating_qc	central_air	electrical	1st_flr_sf	2nd_flr_sf	low_qual_fin_sf	gr_liv_area	bsmt_full_bath	bsmt_half_bath	full_bath	half_bath	bedroom_abvgr	kitchen_abvgr	kitchen_qual	totrms_abvgrd	functional	fireplaces	garage_type	garage_area	garage_qual	paved_drive	wood_deck_sf	open_porch_sf	enclosed_porch	3ssn_porch	screen_porch	pool_area	misc_val	mo_sold	yr_sold	sale_type	saleprice
288	2476	531376030	60	RL	7800	Pave	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	2005	2005	Gable	CompShg	VinylSd	VinylSd	BrkFace	172.0	Gd	TA	PConc	1	891.0	GasA	Ex	Y	SBrkr	891	795	0	1686	0.0	0.0	2	1	3	1	Gd	8	Typ	0	Attchd	462.0	3	Y	144	101	0	0	0	0	0	4	2006	WD 	184000
289	1590	923202015	90	RM	7060	Pave	Reg	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	Duplex	SFoyer	7	5	1997	1998	Gable	CompShg	VinylSd	VinylSd	BrkFace	200.0	TA	Gd	PConc	6	1344.0	GasA	Ex	Y	SBrkr	1344	0	0	1344	2.0	0.0	2	0	2	2	TA	8	Typ	0	Attchd	784.0	3	Y	0	0	0	0	0	0	0	11	2008	WD 	206300
290	2913	923226150	90	RL	11836	Pave	IR1	Lvl	AllPub	Corner	Gtl	Mitchel	Norm	Norm	Duplex	1Story	5	5	1970	1970	Gable	CompShg	Plywood	Plywood	None	0.0	TA	TA	CBlock	4	1652.0	GasA	TA	Y	SBrkr	1652	0	0	1652	0.0	0.0	2	0	4	2	TA	8	Typ	0	2Types	928.0	3	Y	0	0	0	0	0	0	0	3	2006	WD 	146500
291	149	535180130	50	RL	8382	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1.5Fin	4	5	1956	1956	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	CBlock	1	832.0	GasA	TA	Y	FuseA	832	505	0	1337	0.0	0.0	1	0	3	1	TA	5	Typ	0	Attchd	263.0	3	Y	0	0	0	0	0	0	0	2	2010	WD 	108000
292	2525	534126060	80	RL	10192	Pave	IR1	Lvl	AllPub	Inside	Gtl	NWAmes	Norm	Norm	1Fam	SLvl	7	6	1968	1992	Gable	CompShg	MetalSd	MetalSd	BrkFace	143.0	TA	TA	CBlock	1	570.0	GasA	Gd	Y	SBrkr	1222	698	0	1920	0.0	0.0	3	0	4	1	Gd	8	Typ	1	Attchd	487.0	3	Y	0	98	0	0	0	0	0	9	2006	WD 	170000
293	1470	907290250	120	RM	4426	Pave	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	TwnhsE	1Story	6	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	BrkFace	205.0	Gd	TA	PConc	6	848.0	GasA	Ex	Y	SBrkr	848	0	0	848	1.0	0.0	1	0	1	1	Gd	3	Typ	0	Attchd	420.0	3	Y	140	0	0	0	0	0	0	2	2008	WD 	145000
294	412	527453140	120	RL	2280	Pave	Reg	Lvl	AllPub	FR2	Gtl	NPkVill	Norm	Norm	Twnhs	1Story	7	5	1975	1975	Gable	CompShg	Plywood	Brk Cmn	None	0.0	TA	TA	CBlock	5	1057.0	GasA	TA	Y	SBrkr	1055	0	0	1055	0.0	1.0	2	0	2	1	TA	4	Typ	1	Attchd	440.0	3	Y	0	27	0	0	0	0	0	8	2009	WD 	123000
295	1399	905351089	120	RL	2887	Pave	Reg	HLS	AllPub	Inside	Gtl	ClearCr	Norm	Norm	1Fam	1Story	6	5	1996	1997	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	PConc	6	1291.0	GasA	Ex	Y	SBrkr	1291	0	0	1291	1.0	0.0	1	0	2	1	Gd	6	Typ	1	Attchd	431.0	3	Y	307	0	0	0	0	0	0	11	2008	WD 	173000
296	183	902207140	30	RM	8520	Pave	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1Story	6	8	1928	2003	Gable	CompShg	VinylSd	VinylSd	None	0.0	TA	Gd	BrkTil	1	624.0	GasA	Gd	Y	SBrkr	720	0	0	720	0.0	0.0	1	0	2	1	TA	5	Typ	0	Detchd	484.0	3	Y	106	0	0	0	0	0	0	5	2010	WD 	105900
297	974	923225360	180	RM	1596	Pave	Reg	Lvl	AllPub	Inside	Gtl	MeadowV	Norm	Norm	Twnhs	SLvl	4	5	1973	1973	Gable	CompShg	CemntBd	CmentBd	None	0.0	TA	TA	CBlock	6	462.0	GasA	TA	Y	SBrkr	526	462	0	988	1.0	0.0	1	0	2	1	TA	5	Typ	0	BuiltIn	297.0	3	Y	120	101	0	0	0	0	0	11	2009	WD 	91000
298	930	909426090	50	RL	15600	Pave	Reg	Bnk	AllPub	Inside	Gtl	Crawfor	Norm	Norm	1Fam	1.5Fin	5	7	1949	2005	Gable	CompShg	BrkComm	Brk Cmn	None	0.0	TA	TA	BrkTil	4	1067.0	GasW	Fa	N	SBrkr	986	537	0	1523	1.0	0.0	2	0	3	1	Fa	7	Maj2	1	Attchd	295.0	3	Y	0	0	81	0	0	0	0	10	2009	WD 	158000
299	881	907412020	60	RL	9313	Pave	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	864.0	GasA	Ex	Y	SBrkr	864	864	0	1728	0.0	0.0	2	1	3	1	Gd	7	Typ	0	Attchd	572.0	3	Y	187	56	0	0	0	0	0	4	2009	WD 	190000
300	1180	533250110	120	RL	11064	Pave	IR2	Lvl	AllPub	CulDSac	Gtl	Veenker	Norm	Norm	TwnhsE	1Story	8	5	1995	1995	Hip	CompShg	BrkFace	BrkFace	None	0.0	Gd	TA	PConc	2	1230.0	GasA	Ex	Y	SBrkr	1239	0	0	1239	1.0	0.0	1	1	1	1	Gd	4	Typ	1	Attchd	477.0	3	Y	172	24	0	0	0	0	0	8	2008	WD 	217500
301	1553	910226040	50	RM	9000	Pave	Reg	Lvl	AllPub	Inside	Gtl	IDOTRR	Norm	Norm	1Fam	1.5Fin	5	5	1958	1958	Gable	CompShg	WdShing	Wd Shng	BrkFace	162.0	TA	TA	CBlock	5	1151.0	GasA	Gd	Y	FuseA	1151	804	0	1955	0.0	0.0	2	0	4	1	TA	7	Typ	0	Attchd	356.0	3	Y	0	0	0	0	0	0	0	1	2008	WD 	165500
302	928	909425060	70	RL	12000	Pave	Reg	Bnk	AllPub	Inside	Gtl	Crawfor	Norm	Norm	1Fam	2Story	7	7	1941	1950	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	CBlock	3	704.0	GasA	Ex	Y	SBrkr	860	704	0	1564	0.0	0.0	1	1	3	1	Fa	7	Typ	1	Attchd	234.0	3	Y	0	0	0	0	0	0	0	7	2009	WD 	174500
303	1512	908276140	80	RL	7692	Pave	Reg	Bnk	AllPub	Inside	Mod	Edwards	Norm	Norm	1Fam	SLvl	4	6	1954	1954	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	CBlock	1	416.0	GasA	Gd	Y	FuseA	1204	0	0	1204	0.0	0.0	1	0	3	1	TA	6	Typ	0	Basment	312.0	3	Y	0	0	0	0	0	0	0	11	2008	WD 	100000
304	3	526351010	20	RL	14267	Pave	IR1	Lvl	AllPub	Corner	Gtl	NAmes	Norm	Norm	1Fam	1Story	6	6	1958	1958	Hip	CompShg	Wd Sdng	Wd Sdng	BrkFace	108.0	TA	TA	CBlock	5	1329.0	GasA	TA	Y	SBrkr	1329	0	0	1329	0.0	0.0	1	1	3	1	Gd	6	Typ	0	Attchd	312.0	3	Y	393	36	0	0	0	0	12500	6	2010	WD 	172000
305	2140	907202220	20	RL	9675	Pave	Reg	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	5	6	1975	1975	Hip	CompShg	HdBoard	HdBoard	None	0.0	TA	TA	CBlock	4	864.0	GasA	TA	Y	SBrkr	879	0	0	879	0.0	0.0	1	0	3	1	TA	5	Typ	0	Attchd	440.0	3	Y	0	80	0	0	0	0	0	9	2007	Con	120000
306	553	531477020	20	RH	8400	Pave	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	1Fam	1Story	4	4	1950	1950	Gable	CompShg	Wd Sdng	AsbShng	None	0.0	Fa	Fa	CBlock	1	721.0	GasA	Gd	Y	SBrkr	841	0	0	841	0.0	0.0	1	0	2	1	TA	4	Typ	0	CarPort	294.0	3	N	250	0	24	0	0	0	0	9	2009	WD 	82000
307	2594	535354130	50	RL	7500	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1.5Fin	6	6	1947	1950	Gable	CompShg	VinylSd	VinylSd	None	0.0	TA	TA	CBlock	1	784.0	GasA	Ex	Y	FuseA	900	412	0	1312	0.0	0.0	1	1	3	1	TA	6	Typ	0	Detchd	649.0	3	Y	0	28	0	0	0	0	0	10	2006	WD 	127000
308	1314	902305080	75	RM	9600	Pave	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	2.5Unf	6	5	1917	1950	Gable	CompShg	AsbShng	AsbShng	None	0.0	TA	TA	BrkTil	3	735.0	OthW	Fa	N	SBrkr	1134	924	0	2058	0.0	0.0	1	1	3	1	TA	8	Typ	1	Detchd	396.0	2	P	0	0	259	0	0	0	0	4	2008	WD 	129500
309	366	527182110	120	RL	5814	Pave	IR1	Lvl	AllPub	CulDSac	Gtl	StoneBr	Norm	Norm	TwnhsE	1Story	8	5	1984	1984	Gable	CompShg	HdBoard	HdBoard	None	0.0	Gd	TA	CBlock	6	1220.0	GasA	Gd	Y	SBrkr	1360	0	0	1360	1.0	0.0	1	0	1	1	Gd	4	Typ	1	Attchd	565.0	3	Y	63	0	0	0	0	0	0	8	2009	COD	187500
310	1462	907255060	20	RL	14860	Pave	IR2	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2002	2003	Hip	CompShg	VinylSd	VinylSd	BrkFace	240.0	Gd	TA	PConc	6	1778.0	GasA	Ex	Y	SBrkr	1786	0	0	1786	1.0	0.0	2	0	3	1	Gd	6	Typ	1	Attchd	715.0	3	Y	182	35	0	0	0	0	0	6	2008	WD 	300000
311	2541	534250300	60	RL	14803	Pave	IR1	Lvl	AllPub	CulDSac	Gtl	NWAmes	Norm	Norm	1Fam	2Story	6	5	1971	1971	Gable	CompShg	HdBoard	HdBoard	BrkFace	252.0	TA	TA	CBlock	3	825.0	GasA	Gd	Y	SBrkr	1097	896	0	1993	0.0	0.0	2	1	4	1	TA	8	Typ	1	Attchd	495.0	3	Y	0	66	0	0	0	0	0	6	2006	WD 	190000
312	2088	905480090	50	RL	7550	Pave	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1.5Fin	4	5	1920	1950	Gambrel	CompShg	MetalSd	MetalSd	None	0.0	Fa	Fa	BrkTil	1	951.0	GasW	Fa	N	SBrkr	986	376	0	1362	0.0	0.0	2	0	4	1	TA	7	Typ	0	Detchd	280.0	2	P	0	0	0	0	0	0	0	3	2007	WD 	96000
313	527	528480130	60	FV	8125	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	7	5	2006	2007	Gable	CompShg	CemntBd	CmentBd	Stone	100.0	Gd	TA	PConc	6	1092.0	GasA	Ex	Y	SBrkr	1112	438	0	1550	1.0	0.0	2	0	2	1	Gd	7	Typ	0	Attchd	438.0	3	Y	0	168	0	0	0	0	0	10	2009	WD 	241000
314	1824	532376090	20	RL	13673	Pave	IR1	Lvl	AllPub	CulDSac	Gtl	Sawyer	RRAe	Norm	1Fam	1Story	5	5	1962	1962	Gable	CompShg	HdBoard	HdBoard	None	0.0	TA	Gd	CBlock	1	1140.0	GasA	TA	Y	SBrkr	1696	0	0	1696	0.0	0.0	1	1	3	1	TA	8	Min2	1	Attchd	349.0	3	Y	0	30	0	0	0	0	0	3	2007	WD 	143900
315	2918	923228180	160	RM	1533	Pave	Reg	Lvl	AllPub	Inside	Gtl	MeadowV	Norm	Norm	Twnhs	2Story	4	5	1970	1970	Gable	CompShg	CemntBd	CmentBd	None	0.0	TA	TA	CBlock	3	546.0	GasA	TA	Y	SBrkr	546	546	0	1092	0.0	0.0	1	1	3	1	TA	5	Typ	0	CarPort	286.0	3	Y	0	0	0	0	0	0	0	12	2006	WD 	87550
316	49	528180070	120	RL	7658	Pave	Reg	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	TwnhsE	1Story	9	5	2005	2005	Hip	CompShg	MetalSd	MetalSd	BrkFace	412.0	Ex	TA	PConc	6	1752.0	GasA	Ex	Y	SBrkr	1752	0	0	1752	1.0	0.0	2	0	2	1	Ex	6	Typ	1	Attchd	576.0	3	Y	196	82	0	0	0	0	0	2	2010	WD 	319900
317	2332	527210050	60	RL	12292	Pave	IR1	HLS	AllPub	CulDSac	Gtl	StoneBr	Norm	Norm	1Fam	2Story	9	5	2006	2006	Hip	CompShg	VinylSd	VinylSd	BrkFace	184.0	Gd	TA	PConc	6	1094.0	GasA	Ex	Y	SBrkr	1102	1371	0	2473	0.0	0.0	2	1	4	1	Gd	11	Typ	1	BuiltIn	675.0	3	Y	246	39	0	0	0	0	0	7	2006	New	356383
318	826	906380100	20	RL	11923	Pave	IR1	Lvl	AllPub	Corner	Gtl	CollgCr	Norm	Norm	1Fam	1Story	9	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	1800.0	GasA	Ex	Y	SBrkr	1800	0	0	1800	0.0	0.0	2	0	2	1	Ex	7	Typ	0	Attchd	702.0	3	Y	288	136	0	0	0	0	0	5	2009	WD 	239000
319	1108	528365080	60	RL	10010	Pave	Reg	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	7	5	1993	1994	Hip	WdShake	VinylSd	VinylSd	BrkFace	320.0	Gd	TA	PConc	4	1080.0	GasA	Ex	Y	SBrkr	1108	1089	0	2197	1.0	0.0	2	1	4	1	Gd	9	Typ	1	Attchd	783.0	3	Y	385	99	0	0	0	0	0	7	2008	WD 	287500
320	2041	903475040	50	RM	12358	Pave	IR1	Lvl	AllPub	Inside	Gtl	OldTown	Feedr	Norm	1Fam	1.5Fin	5	6	1941	1950	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	CBlock	3	720.0	GasA	TA	Y	SBrkr	854	0	528	1382	0.0	0.0	1	1	2	1	TA	7	Typ	0	Detchd	660.0	3	Y	237	0	0	0	0	0	0	5	2007	WD 	128500
321	57	528240130	60	RL	8577	Pave	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	847.0	GasA	Ex	Y	SBrkr	847	886	0	1733	0.0	0.0	2	1	3	1	Gd	7	Typ	1	BuiltIn	433.0	3	Y	144	48	0	0	0	0	0	4	2010	WD 	185088
322	520	528458060	20	FV	8640	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	7	5	2008	2008	Hip	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	1402.0	GasA	Ex	Y	SBrkr	1402	0	0	1402	0.0	0.0	2	0	3	1	Gd	7	Typ	0	Attchd	625.0	3	Y	205	126	0	0	0	0	0	5	2009	WD 	229800
323	2305	923425030	20	RL	10447	Pave	Reg	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	1Fam	1Story	5	6	1984	1984	Gable	CompShg	Plywood	HdBoard	None	0.0	TA	TA	CBlock	5	864.0	GasA	TA	Y	SBrkr	887	0	0	887	0.0	1.0	1	0	3	1	TA	5	Typ	0	Attchd	288.0	3	Y	140	0	0	0	0	0	0	12	2007	WD 	124500
324	2533	534201230	20	RL	9600	Pave	Reg	Lvl	AllPub	Corner	Gtl	NAmes	Feedr	Norm	1Fam	1Story	5	5	1968	1968	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	CBlock	5	1051.0	GasA	Gd	Y	SBrkr	1051	0	0	1051	1.0	0.0	1	0	3	1	TA	6	Typ	0	Attchd	504.0	3	Y	0	0	0	0	0	0	0	7	2006	WD 	142000
325	2852	909250200	70	RL	4899	Pave	Reg	HLS	AllPub	Corner	Gtl	SWISU	Norm	Norm	1Fam	2Story	6	8	1920	1950	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	PConc	4	755.0	GasA	Ex	Y	SBrkr	755	755	0	1510	0.0	0.0	1	0	3	1	TA	6	Typ	0	Detchd	216.0	3	Y	0	0	164	0	0	0	0	6	2006	WD 	149000
326	1198	534250010	90	RL	9246	Pave	IR1	Lvl	AllPub	Inside	Gtl	NWAmes	Feedr	Norm	Duplex	1Story	5	5	1973	1973	Gable	CompShg	Plywood	Plywood	BrkFace	564.0	TA	TA	CBlock	1	1656.0	GasA	TA	Y	SBrkr	1656	0	0	1656	0.0	0.0	2	0	4	2	TA	8	Typ	0	Detchd	506.0	3	Y	0	211	0	0	0	0	0	11	2008	WD 	135000
327	1681	527452100	120	RL	4928	Pave	IR1	Lvl	AllPub	Inside	Gtl	NPkVill	Norm	Norm	TwnhsE	1Story	6	5	1976	1976	Gable	CompShg	Plywood	Plywood	None	0.0	TA	TA	CBlock	5	1078.0	GasA	TA	Y	SBrkr	958	0	0	958	0.0	0.0	2	0	2	1	TA	5	Typ	1	Attchd	440.0	3	Y	0	205	0	0	0	0	0	2	2007	WD 	128000
328	1773	528366050	20	RL	12692	Pave	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	1Story	8	5	1992	1993	Hip	CompShg	BrkFace	BrkFace	None	0.0	Gd	TA	PConc	6	3200.0	GasA	Ex	Y	SBrkr	3228	0	0	3228	1.0	0.0	3	0	4	1	Gd	10	Typ	1	Attchd	546.0	3	Y	264	75	291	0	0	0	0	5	2007	WD 	430000
329	1825	532377050	20	RL	7476	Pave	Reg	Lvl	AllPub	Corner	Gtl	Sawyer	Norm	Norm	1Fam	1Story	5	7	1968	1968	Gable	CompShg	HdBoard	HdBoard	None	0.0	TA	TA	CBlock	3	1040.0	GasA	TA	Y	SBrkr	1040	0	0	1040	1.0	0.0	1	1	3	1	TA	5	Typ	0	Detchd	686.0	3	Y	188	0	0	0	0	0	0	6	2007	WD 	145000
330	2208	909254150	50	RL	5362	Pave	Reg	Lvl	AllPub	Corner	Gtl	Crawfor	Norm	Norm	1Fam	1.5Fin	5	6	1910	2003	Gable	CompShg	Wd Sdng	Wd Shng	None	0.0	TA	TA	PConc	1	661.0	GasA	Ex	Y	SBrkr	661	589	0	1250	0.0	0.0	2	0	3	1	TA	8	Typ	1	Detchd	552.0	3	Y	242	0	81	0	0	0	0	11	2007	WD 	139000
331	1646	527302020	80	RL	12090	Pave	Reg	Lvl	AllPub	Inside	Gtl	NWAmes	Norm	Norm	1Fam	SLvl	6	7	1984	2003	Hip	CompShg	VinylSd	VinylSd	BrkFace	74.0	TA	TA	CBlock	1	585.0	GasA	Ex	Y	SBrkr	1140	728	0	1868	0.0	0.0	3	1	3	1	TA	7	Typ	1	BuiltIn	477.0	3	Y	268	112	0	0	147	0	0	1	2007	WD 	178000
332	1060	528118090	60	RL	12539	Pave	Reg	Lvl	AllPub	Inside	Gtl	NridgHt	PosN	Norm	1Fam	2Story	10	5	2005	2006	Hip	CompShg	CemntBd	CmentBd	BrkFace	468.0	Ex	TA	PConc	6	1620.0	GasA	Ex	Y	SBrkr	1632	1158	0	2790	1.0	0.0	2	1	4	1	Ex	10	Typ	1	BuiltIn	1150.0	3	Y	30	200	0	0	192	0	0	6	2008	WD 	460000
333	748	903400220	75	RL	11888	Pave	IR1	Bnk	AllPub	Inside	Gtl	BrkSide	PosN	Norm	1Fam	2.5Unf	6	6	1916	1994	Gable	CompShg	Wd Sdng	Wd Shng	None	0.0	TA	TA	BrkTil	1	844.0	GasA	Gd	N	FuseA	1445	689	0	2134	0.0	0.0	2	0	5	1	Gd	10	Typ	0	Detchd	441.0	3	Y	0	60	268	0	0	0	0	7	2009	WD 	214500
334	2846	909131125	190	RH	7082	Pave	Reg	Lvl	AllPub	Inside	Gtl	SWISU	Norm	Norm	2fmCon	2Story	5	8	1916	1995	Gable	CompShg	VinylSd	VinylSd	None	0.0	TA	TA	PConc	1	686.0	GasA	Gd	Y	SBrkr	948	980	0	1928	0.0	0.0	2	0	5	2	TA	10	Typ	0	none	0.0	0	N	0	0	228	0	0	0	0	7	2006	WD 	160000
335	493	528292070	60	RL	8755	Pave	IR1	Lvl	AllPub	FR2	Gtl	Gilbert	RRNn	Norm	1Fam	2Story	7	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	298.0	Gd	TA	PConc	5	992.0	GasA	Ex	Y	SBrkr	1022	1038	0	2060	1.0	0.0	2	1	3	1	Gd	8	Typ	1	BuiltIn	390.0	3	Y	0	0	0	168	0	0	0	6	2009	WD 	214000
336	694	902103100	50	RM	4080	Pave	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1.5Fin	6	8	1935	1998	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	PConc	1	901.0	GasA	Gd	Y	SBrkr	861	517	0	1378	0.0	0.0	1	0	3	1	Gd	6	Typ	0	Detchd	162.0	2	P	54	0	40	0	0	0	0	6	2009	WD 	128900
337	2283	923205025	190	RL	32463	Pave	Reg	Low	AllPub	Inside	Mod	Mitchel	Norm	Norm	2fmCon	1Story	4	4	1961	1975	Gable	CompShg	MetalSd	MetalSd	Stone	149.0	TA	Gd	CBlock	4	1249.0	GasA	Ex	Y	SBrkr	1622	0	0	1622	1.0	0.0	1	0	3	1	TA	7	Typ	1	2Types	1356.0	3	Y	439	0	0	0	0	0	0	3	2007	WD 	168000
339	1632	527182040	120	RL	3696	Pave	Reg	Lvl	AllPub	Inside	Gtl	StoneBr	Norm	Norm	TwnhsE	1Story	8	5	1986	1986	Gable	CompShg	HdBoard	HdBoard	None	0.0	Gd	TA	CBlock	1	1074.0	GasA	Ex	Y	SBrkr	1088	0	0	1088	0.0	0.0	1	1	2	1	Gd	5	Typ	0	Attchd	461.0	3	Y	0	74	137	0	0	0	0	10	2007	WD 	170000
340	2624	535453160	20	RL	7560	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	5	5	1959	1959	Gable	CompShg	BrkFace	Wd Sdng	None	0.0	TA	TA	CBlock	2	1040.0	GasA	TA	Y	FuseA	1040	0	0	1040	0.0	0.0	1	0	3	1	TA	6	Typ	0	Attchd	286.0	3	Y	140	0	252	0	0	0	0	7	2006	WD 	133700
341	2197	909250150	70	RL	10592	Pave	Reg	Lvl	AllPub	Inside	Gtl	Crawfor	Norm	Norm	1Fam	2Story	6	7	1923	1996	Hip	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	Gd	PConc	1	602.0	GasA	TA	Y	SBrkr	900	602	0	1502	0.0	0.0	1	1	3	1	Gd	7	Typ	2	Detchd	180.0	3	Y	96	0	112	0	53	0	0	8	2007	WD 	165000
342	1045	527451400	160	RM	1680	Pave	Reg	Lvl	AllPub	Inside	Gtl	BrDale	Norm	Norm	TwnhsE	2Story	6	3	1971	1971	Gable	CompShg	HdBoard	HdBoard	BrkFace	604.0	TA	TA	CBlock	5	483.0	GasA	TA	Y	SBrkr	483	504	0	987	0.0	0.0	1	1	2	1	TA	5	Typ	0	Detchd	264.0	3	Y	0	0	0	0	0	0	0	8	2008	WD 	89500
343	2549	534427090	190	RL	10382	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	2fmCon	SLvl	6	5	1958	1958	Hip	CompShg	HdBoard	HdBoard	BrkFace	105.0	TA	Fa	CBlock	5	588.0	GasA	TA	Y	SBrkr	1095	0	0	1095	1.0	0.0	1	0	2	1	TA	6	Typ	0	Attchd	264.0	3	Y	0	0	0	0	0	0	0	3	2006	ConLD	140000
344	2829	908188110	160	RM	2522	Pave	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	Twnhs	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	Stone	50.0	Gd	TA	PConc	1	970.0	GasA	Ex	Y	SBrkr	970	739	0	1709	0.0	0.0	2	0	3	1	Gd	7	Maj1	0	Detchd	380.0	3	Y	0	40	0	0	0	0	0	5	2006	WD 	134000
345	2480	531451290	60	RL	9370	Pave	IR2	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	2Story	6	5	1992	1993	Gable	CompShg	HdBoard	HdBoard	None	0.0	Gd	TA	PConc	5	836.0	GasA	Ex	Y	SBrkr	844	887	0	1731	1.0	0.0	2	1	3	1	Gd	7	Typ	0	Attchd	462.0	3	Y	307	85	0	0	224	0	3000	10	2006	WD 	248500
346	2724	905200490	80	RL	10246	Pave	IR1	Lvl	AllPub	CulDSac	Gtl	Sawyer	Norm	Norm	1Fam	SLvl	4	9	1965	2001	Gable	CompShg	VinylSd	VinylSd	None	0.0	TA	Gd	CBlock	6	648.0	GasA	Ex	Y	SBrkr	960	0	0	960	1.0	1.0	0	0	0	1	TA	3	Typ	0	Attchd	364.0	3	Y	88	0	0	0	0	0	0	5	2006	WD 	145000
347	2352	527356060	60	RL	11475	Pave	Reg	Lvl	AllPub	Inside	Gtl	NWAmes	RRAn	Norm	1Fam	2Story	6	6	1975	1975	Gable	CompShg	VinylSd	VinylSd	None	0.0	TA	TA	CBlock	5	713.0	GasA	TA	Y	SBrkr	811	741	0	1552	1.0	0.0	2	1	3	1	TA	6	Typ	1	Attchd	434.0	3	Y	209	208	0	0	0	0	0	2	2006	WD 	179900
348	1783	528431110	20	RL	9986	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	8	5	2006	2007	Gable	CompShg	VinylSd	VinylSd	BrkFace	428.0	Gd	TA	PConc	1	1795.0	GasA	Ex	Y	SBrkr	1795	0	0	1795	0.0	0.0	2	0	2	1	Gd	7	Typ	1	Attchd	895.0	3	Y	0	49	0	0	0	0	0	2	2007	New	147000
349	338	923426070	60	RL	10475	Pave	Reg	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	1Fam	2Story	5	5	1991	1991	Gable	CompShg	HdBoard	HdBoard	None	0.0	TA	TA	PConc	3	624.0	GasA	Gd	Y	SBrkr	624	650	0	1274	0.0	0.0	1	1	3	1	TA	6	Typ	0	Detchd	576.0	3	Y	22	0	0	0	0	0	0	3	2010	WD 	136000
350	196	903227020	50	RM	6000	Pave	Reg	Lvl	AllPub	Inside	Gtl	BrkSide	Norm	Norm	1Fam	1.5Fin	6	6	1940	1950	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	Gd	CBlock	2	572.0	GasA	Ex	Y	FuseA	848	348	0	1196	0.0	1.0	1	1	3	1	TA	6	Typ	2	Detchd	576.0	3	Y	0	0	0	0	0	0	0	3	2010	WD 	128000
