	id	lot_area	mas_vnr_area	total_bsmt_sf	1st_flr_sf	2nd_flr_sf	gr_liv_area	bsmt_full_bath	full_bath	half_bath	totrms_abvgrd	fireplaces	garage_area	wood_deck_sf	open_porch_sf	age	years_reno	overall_qual_10	overall_qual_2	overall_qual_3	overall_qual_4	overall_qual_5	overall_qual_6	overall_qual_7	overall_qual_8	overall_qual_9	bldg_type_2fmCon	bldg_type_Duplex	bldg_type_Twnhs	bldg_type_TwnhsE	bsmtfin_type_1_1	bsmtfin_type_1_2	bsmtfin_type_1_3	bsmtfin_type_1_4	bsmtfin_type_1_5	bsmtfin_type_1_6	paved_drive_P	paved_drive_Y	kitchen_qual_Fa	kitchen_qual_Gd	kitchen_qual_TA	exter_qual_Fa	exter_qual_Gd	exter_qual_TA	garage_qual_1	garage_qual_2	garage_qual_3	garage_qual_4	garage_qual_5	gr_liv_area*total_basement_sf	age*years_reno	gr_liv_area**2
111	386	7500	0.0	1058	1058	816	1874	0	2	1	7	1	588	0	134	9	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1982692	1982692	3511876
112	2005	11800	0.0	0	1382	0	1382	0	2	0	6	1	384	0	40	58	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1909924
113	2908	17217	0.0	1140	1140	0	1140	0	1	0	6	0	0	36	56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1299600	1299600	1299600
114	1814	16196	0.0	1482	1494	0	1494	1	2	0	5	1	514	402	25	9	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2214108	2214108	2232036
115	2446	35760	1378.0	1930	1831	1796	3627	1	3	1	10	1	807	361	76	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	7000110	7000110	13155129
116	208	7630	0.0	360	1032	780	1812	0	2	0	8	1	672	344	0	110	14	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	652320	652320	3283344
117	1679	2016	304.0	630	630	672	1302	0	2	1	6	0	440	0	0	37	37	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	820260	820260	1695204
118	822	10816	364.0	1720	1720	0	1720	1	2	0	8	1	846	208	104	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2958400	2958400	2958400
119	6	9978	20.0	926	926	678	1604	0	2	1	7	1	470	360	36	12	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1485304	1485304	2572816
120	1781	12291	754.0	1966	1966	0	1966	1	2	0	6	1	1092	76	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3865156	3865156	3865156
121	2397	11065	788.0	1085	1120	850	1970	0	2	1	8	1	753	177	74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2137450	2137450	3880900
122	2340	8147	230.0	1714	1714	0	1714	1	2	0	7	1	517	156	55	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2937796	2937796	2937796
123	1618	13869	0.0	794	794	676	1470	0	2	0	6	0	388	0	75	10	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1167180	1167180	2160900
124	2843	6204	0.0	795	954	795	2230	1	1	0	10	0	440	0	188	94	56	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1772850	1772850	4972900
125	1061	12151	368.0	1414	1414	917	2331	1	2	1	9	1	1003	192	63	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	3296034	3296034	5433561
126	2786	9560	0.0	864	864	0	864	0	1	0	5	0	288	0	0	34	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	746496	746496	746496
127	1935	8923	0.0	1008	1008	0	1008	1	1	0	6	0	240	0	18	54	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1016064	1016064	1016064
128	1341	5520	0.0	565	565	651	1216	1	1	0	6	1	355	0	0	88	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	687040	687040	1478656
129	521	12606	120.0	1530	1530	0	1530	0	2	0	7	1	984	212	136	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2340900	2340900	2340900
130	2136	8660	113.0	1015	1025	0	1025	0	2	0	6	1	370	127	0	31	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1040375	1040375	1050625
131	996	9042	0.0	943	943	695	1638	1	2	1	7	2	472	100	38	10	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1544634	1544634	2683044
132	227	11227	0.0	720	720	720	1440	0	1	1	7	2	480	192	38	42	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1036800	1036800	2073600
133	135	11380	216.0	1080	1128	0	1128	1	1	0	5	1	315	238	0	44	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1218240	1218240	1272384
134	1167	2280	216.0	744	757	792	1549	1	2	1	6	0	440	0	32	9	9	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1152456	1152456	2399401
135	294	10452	371.0	1528	1225	908	2133	1	1	1	8	2	312	0	0	69	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	3259224	3259224	4549689
136	1776	9910	0.0	1369	1369	0	1369	0	2	0	5	0	605	0	203	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1874161	1874161	1874161
137	540	13072	0.0	1114	1114	0	1114	0	1	1	6	0	576	248	102	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1240996	1240996	1240996
138	1717	3901	182.0	1302	1302	0	1302	1	1	1	5	1	631	110	50	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1695204	1695204	1695204
139	2303	11625	0.0	816	816	0	816	1	1	0	4	0	264	330	0	24	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	665856	665856	665856
140	116	9360	0.0	1161	1381	0	1381	1	1	1	5	1	676	0	0	38	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1603341	1603341	1907161
141	127	9717	0.0	1078	1078	0	1078	1	1	0	5	0	240	366	0	60	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1162084	1162084	1162084
142	1371	10320	0.0	756	756	713	1469	0	1	0	7	0	216	57	0	102	13	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1110564	1110564	2157961
143	1014	31220	0.0	1632	1474	0	1474	0	1	0	7	2	495	0	0	56	56	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2405568	2405568	2172676
144	1507	8050	0.0	0	929	208	1137	0	1	1	8	0	0	0	0	61	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1292769
145	702	7596	360.0	960	960	1000	1960	0	2	0	10	0	400	0	0	57	57	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1881600	1881600	3841600
146	750	8094	0.0	1048	1048	720	1768	0	2	0	8	0	576	0	0	94	59	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1852864	1852864	3125824
147	261	10900	153.0	689	689	703	1392	0	1	1	6	0	299	0	36	33	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	959088	959088	1937664
148	1559	9000	0.0	592	432	432	864	0	1	1	5	0	216	0	30	88	58	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	511488	511488	746496
149	577	15417	0.0	1740	1740	0	1740	0	1	1	7	0	540	228	20	28	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	3027600	3027600	3027600
150	2812	11645	0.0	860	860	860	1720	0	2	1	7	0	565	0	70	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1479200	1479200	2958400
151	2080	10512	0.0	988	988	638	1626	0	1	1	6	0	332	366	0	53	53	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1606488	1606488	2643876
152	1368	5586	0.0	901	1088	110	1198	0	1	0	7	0	0	0	98	88	10	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1079398	1079398	1435204
153	2376	7838	0.0	864	900	0	900	1	1	0	6	1	288	175	144	39	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	777600	777600	810000
154	659	9022	0.0	768	792	0	792	0	1	0	5	0	240	316	0	85	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	608256	608256	627264
155	1235	7390	151.0	1098	1098	0	1098	1	1	0	6	0	260	0	0	53	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1205604	1205604	1205604
156	332	1900	0.0	546	546	546	1092	0	1	1	5	0	0	0	0	40	40	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	596232	596232	1192464
157	1917	8760	0.0	936	936	0	936	1	1	0	4	0	315	0	0	50	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	876096	876096	876096
158	2094	13125	0.0	1104	912	1215	2127	1	2	1	8	1	833	72	192	16	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2348208	2348208	4524129
159	1460	9240	396.0	1055	1055	1208	2263	0	2	1	7	1	905	0	45	7	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2387465	2387465	5121169
160	1471	13125	215.0	1478	1493	0	1493	1	2	0	7	1	508	140	39	11	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	2206654	2206654	2229049
161	1509	11767	0.0	768	768	432	1200	0	1	0	6	0	240	0	0	62	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	921600	921600	1440000
162	1922	9250	0.0	1056	1056	0	1056	0	1	0	6	0	260	390	0	53	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1115136	1115136	1115136
163	433	13693	472.0	2630	2674	0	2674	2	2	1	8	2	762	360	50	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	7032620	7032620	7150276
164	460	6472	500.0	1451	1456	0	1456	0	2	0	6	1	539	192	42	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2112656	2112656	2119936
165	1116	10206	468.0	1563	1563	0	1563	0	2	0	6	1	758	144	99	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	2442969	2442969	2442969
166	1137	13695	0.0	1114	1114	0	1114	1	1	0	6	0	576	0	78	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1240996	1240996	1240996
167	53	3203	14.0	1145	1145	0	1145	0	2	0	6	0	437	100	116	4	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1311025	1311025	1311025
168	2354	9512	0.0	960	960	1358	2318	1	2	1	8	1	541	0	246	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2225280	2225280	5373124
169	1475	9750	50.0	1445	1445	0	1445	0	2	0	6	0	470	0	35	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2088025	2088025	2088025
170	1761	15623	0.0	2396	2411	2065	4476	1	3	1	10	2	813	171	78	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	10724496	10724496	20034576
171	842	8072	0.0	990	990	0	990	1	1	0	5	0	480	0	64	15	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	980100	980100	980100
172	2739	11679	96.0	1776	1560	0	1560	0	2	0	6	1	528	453	253	44	44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2770560	2770560	2433600
173	2509	2544	0.0	600	520	623	1223	0	2	1	4	0	480	0	166	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	733800	733800	1495729
174	1007	10832	0.0	712	1086	809	1895	0	2	1	7	1	409	143	46	14	12	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1349240	1349240	3591025
175	2610	9786	0.0	912	1085	649	1734	0	1	1	7	1	440	0	0	44	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1581408	1581408	3006756
176	1952	5400	0.0	691	691	0	691	0	1	0	4	0	216	0	20	87	57	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	477481	477481	477481
177	2719	8235	99.0	1949	1949	0	1949	0	2	0	10	0	586	32	0	29	29	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3798601	3798601	3798601
178	2921	1894	0.0	546	546	546	1092	0	1	1	6	0	286	0	24	36	36	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	596232	596232	1192464
179	1966	7903	0.0	1242	1242	0	1242	1	1	1	6	0	324	0	0	47	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1542564	1542564	1542564
180	292	9839	0.0	894	894	772	1666	1	1	0	7	1	0	0	156	79	60	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1489404	1489404	2775556
181	1204	9900	342.0	832	1098	880	1978	0	2	1	9	1	486	0	43	40	40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1645696	1645696	3912484
182	1829	17542	0.0	1192	1516	651	2167	1	2	1	9	2	518	220	47	33	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2583064	2583064	4695889
183	2419	9073	0.0	738	738	754	1492	0	2	1	8	0	440	100	32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1101096	1101096	2226064
184	391	10140	174.0	1064	1350	0	1350	0	2	0	7	1	478	0	0	35	35	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1436400	1436400	1822500
185	798	9060	0.0	560	698	560	1258	0	1	0	6	0	280	0	0	70	59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	704480	704480	1582564
186	481	8965	0.0	782	806	683	1489	1	2	1	8	1	400	0	75	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1164398	1164398	2217121
187	193	7793	0.0	1108	1160	908	2068	0	1	1	8	1	315	0	0	88	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2291344	2291344	4276624
188	555	9750	0.0	980	980	0	980	1	1	0	5	0	400	0	28	47	47	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	960400	960400	960400
189	899	10206	0.0	0	944	0	944	0	1	0	4	0	528	0	0	57	57	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	891136
190	2357	10140	0.0	832	832	832	1664	0	2	1	8	1	528	0	28	30	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1384448	1384448	2768896
191	328	2394	0.0	945	945	0	945	1	1	0	5	1	253	174	0	37	37	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	893025	893025	893025
192	1356	10267	0.0	816	838	0	838	1	1	0	5	0	275	0	0	90	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	683808	683808	702244
193	1154	6360	0.0	864	864	0	864	0	1	0	5	0	276	0	0	45	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	746496	746496	746496
194	1730	10237	0.0	783	783	701	1484	0	2	1	8	1	393	0	72	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1161972	1161972	2202256
195	2249	7540	0.0	888	912	0	912	1	1	0	5	1	470	0	0	29	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	809856	809856	831744
196	1119	9428	310.0	955	955	919	1874	1	2	1	8	1	880	168	108	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1789670	1789670	3511876
197	2856	10164	0.0	992	992	473	1465	0	2	0	6	2	240	0	126	67	56	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1453280	1453280	2146225
198	1394	13825	0.0	533	1021	580	1601	0	1	0	6	0	300	280	34	50	21	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	853333	853333	2563201
199	2587	7700	0.0	301	1145	0	1145	0	1	0	6	0	684	0	0	50	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	344645	344645	1311025
200	61	17433	114.0	1629	1645	830	2475	0	2	1	7	1	962	23	172	12	12	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	4031775	4031775	6125625
201	2661	6300	0.0	1226	1226	878	2104	0	2	0	9	0	432	0	341	96	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	2579504	2579504	4426816
202	2711	10366	0.0	912	934	0	934	0	1	0	4	0	336	77	0	42	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	851808	851808	872356
203	1147	9291	120.0	832	832	878	1710	0	2	1	7	0	506	144	70	15	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1422720	1422720	2924100
204	757	5775	0.0	483	741	686	1427	0	1	0	7	0	379	0	24	94	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	689241	689241	2036329
205	2623	7200	0.0	0	1040	0	1040	0	1	0	4	0	420	0	29	56	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1081600
206	2378	2179	0.0	855	855	601	1456	0	2	1	6	1	460	0	28	30	30	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1244880	1244880	2119936
207	1413	9360	216.0	621	621	648	1269	0	1	1	7	0	280	0	236	46	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	788049	788049	1610361
208	1722	6442	178.0	1370	1370	0	1370	0	2	0	6	1	484	120	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1876900	1876900	1876900
209	1112	14598	74.0	894	894	1039	1933	0	2	1	9	1	668	100	18	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1728102	1728102	3736489
210	1623	8637	0.0	923	947	767	1714	1	2	1	7	1	451	256	48	8	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1582022	1582022	2937796
211	1201	9120	270.0	901	943	933	1876	0	2	1	8	1	540	0	69	34	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1690276	1690276	3519376
212	1513	5142	0.0	949	949	343	1292	0	1	1	6	0	205	0	0	85	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1226108	1226108	1669264
213	957	215245	0.0	2136	2036	0	2036	2	2	0	8	2	513	0	0	44	44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	4348896	4348896	4145296
214	1171	4109	260.0	1557	1557	0	1557	1	2	0	5	1	484	124	113	9	8	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	2424249	2424249	2424249
215	1145	8285	0.0	836	844	893	1737	0	2	1	7	0	506	192	85	16	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1452132	1452132	3017169
216	2726	20355	123.0	1865	1830	0	1830	1	1	0	6	2	521	0	115	39	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3412950	3412950	3348900
217	703	3378	0.0	651	707	682	1389	0	1	1	6	2	240	0	0	63	17	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	904239	904239	1929321
218	760	5160	0.0	858	892	0	892	1	1	0	5	0	0	0	0	86	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	765336	765336	795664
219	1964	7500	0.0	1040	1040	0	1040	1	1	0	6	0	286	0	0	48	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1081600	1081600	1081600
220	2512	3735	218.0	691	713	739	1452	1	2	1	6	0	506	0	34	7	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1003332	1003332	2108304
221	159	6979	0.0	1056	1056	0	1056	2	0	0	4	0	576	264	56	30	30	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1115136	1115136	1115136
222	1281	7056	415.0	780	983	813	1796	1	1	1	8	1	483	0	50	45	45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1400880	1400880	3225616
223	468	11911	0.0	684	684	876	1560	0	2	1	6	1	400	100	38	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1067040	1067040	2433600
224	290	7890	0.0	856	856	0	856	1	1	0	4	1	399	0	0	71	60	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	732736	732736	732736
225	665	10800	0.0	720	846	0	846	0	1	0	4	0	576	0	0	89	59	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	609120	609120	715716
